Localidade,GEOCODIGO,temp1,temp2,2007,2016,Aumento (%)
Santa Maria do Salto,3158102,"22,0","26,0",22,26,17.39130435
Santa Maria do Suaçuí,3158201,"18,0","230,0",18,230,1115.789474
Santana da Vargem,3158300,"0,0","21,0",0,21,2100
Santana de Cataguases,3158409,"1,0","4,0",1,4,150
Santana de Pirapama,3158508,"6,0","14,0",6,14,114.2857143
Santana do Deserto,3158607,"15,0","5,0",15,5,-62.5
Santana do Garambéu,3158706,"50,0","25,0",50,25,-49.01960784
Santana do Jacaré,3158805,"11,0","38,0",11,38,225
Santana do Manhuaçu,3158904,"3,0","9,0",3,9,150
Santana do Paraíso,3158953,"5,0","120,0",5,120,1916.666667
Santana do Riacho,3159001,"7,0","19,0",7,19,150
Santana dos Montes,3159100,"3,0","4,0",3,4,25
Santa Rita de Caldas,3159209,"7,0","24,0",7,24,212.5
Santa Rita de Jacutinga,3159308,"5,0","13,0",5,13,133.3333333
Santa Rita de Minas,3159357,"1,0","25,0",1,25,1200
Santa Rita de Ibitipoca,3159407,"29,0","39,0",29,39,33.33333333
Santa Rita do Itueto,3159506,"0,0","12,0",0,12,1200
Santa Rita do Sapucaí,3159605,"13,0","119,0",13,119,757.1428571
Santa Rosa da Serra,3159704,"7,0","8,0",7,8,12.5
Santa Vitória,3159803,"21,0","88,0",21,88,304.5454545
Santo Antônio do Amparo,3159902,"29,0","116,0",29,116,290
Santo Antônio do Aventureiro,3160009,"8,0","8,0",8,8,0
Santo Antônio do Grama,3160108,"9,0","15,0",9,15,60
Santo Antônio do Itambé,3160207,"3,0","6,0",3,6,75
Santo Antônio do Jacinto,3160306,"4,0","31,0",4,31,540
Santo Antônio do Monte,3160405,"108,0","91,0",108,91,-15.59633028
Santo Antônio do Retiro,3160454,"15,0","21,0",15,21,37.5
Santo Antônio do Rio Abaixo,3160504,"2,0","21,0",2,21,633.3333333
Santo Hipólito,3160603,"0,0","7,0",0,7,700
Santos Dumont,3160702,"160,0","138,0",160,138,-13.66459627
São Bento Abade,3160801,"9,0","83,0",9,83,740
São Brás do Suaçuí,3160900,"8,0","7,0",8,7,-11.11111111
São Domingos das Dores,3160959,"2,0","17,0",2,17,500
São Domingos do Prata,3161007,"8,0","53,0",8,53,500
São Félix de Minas,3161056,"1,0","7,0",1,7,300
São Francisco,3161106,"36,0","524,0",36,524,1318.918919
São Francisco de Paula,3161205,"50,0","33,0",50,33,-33.33333333
São Francisco de Sales,3161304,"0,0","11,0",0,11,1100
São Francisco do Glória,3161403,"11,0","34,0",11,34,191.6666667
São Geraldo,3161502,"3,0","22,0",3,22,475
São Geraldo da Piedade,3161601,"10,0","25,0",10,25,136.3636364
São Geraldo do Baixio,3161650,"11,0","11,0",11,11,0
São Gonçalo do Abaeté,3161700,"8,0","22,0",8,22,155.5555556
São Gonçalo do Pará,3161809,"0,0","67,0",0,67,6700
São Gonçalo do Rio Abaixo,3161908,"0,0","92,0",0,92,9200
São Gonçalo do Sapucaí,3162005,"65,0","152,0",65,152,131.8181818
São Gotardo,3162104,"50,0","134,0",50,134,164.7058824
São João Batista do Glória,3162203,"21,0","16,0",21,16,-22.72727273
São João da Lagoa,3162252,"13,0","42,0",13,42,207.1428571
São João da Mata,3162302,"9,0","16,0",9,16,70
São João da Ponte,3162401,"32,0","110,0",32,110,236.3636364
São João das Missões,3162450,"10,0","91,0",10,91,736.3636364
São João del Rei,3162500,"57,0","214,0",57,214,270.6896552
São João do Manhuaçu,3162559,"4,0","55,0",4,55,1020
São João do Manteninha,3162575,"9,0","13,0",9,13,40
São João do Oriente,3162609,"18,0","32,0",18,32,73.68421053
São João do Pacuí,3162658,"4,0","49,0",4,49,900
São João do Paraíso,3162708,"14,0","124,0",14,124,733.3333333
São João Evangelista,3162807,"7,0","157,0",7,157,1875
São João Nepomuceno,3162906,"15,0","37,0",15,37,137.5
São Joaquim de Bicas,3162922,"22,0","99,0",22,99,334.7826087
São José da Barra,3162948,"3,0","47,0",3,47,1100
São José da Lapa,3162955,"33,0","54,0",33,54,61.76470588
São José da Safira,3163003,"0,0","101,0",0,101,10100
São José da Varginha,3163102,"1,0","16,0",1,16,750
São José do Alegre,3163201,"15,0","40,0",15,40,156.25
São José do Divino,3163300,"1,0","12,0",1,12,550
São José do Goiabal,3163409,"15,0","53,0",15,53,237.5
São José do Jacuri,3163508,"18,0","17,0",18,17,-5.263157895
São José do Mantimento,3163607,"3,0","12,0",3,12,225
São Lourenço,3163706,"12,0","171,0",12,171,1223.076923
São Miguel do Anta,3163805,"12,0","18,0",12,18,46.15384615
São Pedro da União,3163904,"20,0","41,0",20,41,100
São Pedro dos Ferros,3164001,"3,0","24,0",3,24,525
São Pedro do Suaçuí,3164100,"17,0","96,0",17,96,438.8888889
São Romão,3164209,"34,0","25,0",34,25,-25.71428571
São Roque de Minas,3164308,"15,0","33,0",15,33,112.5
São Sebastião da Bela Vista,3164407,"3,0","9,0",3,9,150
São Sebastião da Vargem Alegre,3164431,"5,0","7,0",5,7,33.33333333
São Sebastião do Anta,3164472,"1,0","15,0",1,15,700
São Sebastião do Maranhão,3164506,"27,0","68,0",27,68,146.4285714
São Sebastião do Oeste,3164605,"0,0","29,0",0,29,2900
São Sebastião do Paraíso,3164704,"63,0","374,0",63,374,485.9375
São Sebastião do Rio Preto,3164803,"4,0","4,0",4,4,0
São Sebastião do Rio Verde,3164902,"1,0","5,0",1,5,200
São Tiago,3165008,"3,0","58,0",3,58,1375
São Tomás de Aquino,3165107,"5,0","30,0",5,30,416.6666667
São Thomé das Letras,3165206,"2,0","41,0",2,41,1300
São Vicente de Minas,3165305,"2,0","63,0",2,63,2033.333333
Sapucaí-Mirim,3165404,"43,0","40,0",43,40,-6.818181818
Sardoá,3165503,"1,0","104,0",1,104,5150
Sarzedo,3165537,"5,0","120,0",5,120,1916.666667
Setubinha,3165552,"1,0","78,0",1,78,3850
Sem-Peixe,3165560,"9,0","6,0",9,6,-30
Senador Amaral,3165578,"3,0","16,0",3,16,325
Senador Cortes,3165602,"0,0","5,0",0,5,500
Senador Firmino,3165701,"2,0","10,0",2,10,266.6666667
Senador José Bento,3165800,"9,0","2,0",9,2,-70
Senador Modestino Gonçalves,3165909,"41,0","13,0",41,13,-66.66666667
Senhora de Oliveira,3166006,"24,0","27,0",24,27,12
Senhora do Porto,3166105,"3,0","11,0",3,11,200
Senhora dos Remédios,3166204,"13,0","75,0",13,75,442.8571429
Sericita,3166303,"15,0","18,0",15,18,18.75
Seritinga,3166402,"0,0","3,0",0,3,300
Serra Azul de Minas,3166501,"1,0","14,0",1,14,650
Serra da Saudade,3166600,"0,0","0,0",0,0,0
Serra dos Aimorés,3166709,"0,0","84,0",0,84,8400
Serra do Salitre,3166808,"41,0","101,0",41,101,142.8571429
Serrania,3166907,"15,0","9,0",15,9,-37.5
Serranópolis de Minas,3166956,"16,0","25,0",16,25,52.94117647
Serranos,3167004,"1,0","44,0",1,44,2150
Serro,3167103,"49,0","55,0",49,55,12
Sete Lagoas,3167202,"245,0","671,0",245,671,173.1707317
Silveirânia,3167301,"3,0","9,0",3,9,150
Silvianópolis,3167400,"5,0","18,0",5,18,216.6666667
Simão Pereira,3167509,"0,0","2,0",0,2,200
Simonésia,3167608,"33,0","60,0",33,60,79.41176471
Sobrália,3167707,"6,0","54,0",6,54,685.7142857
Soledade de Minas,3167806,"16,0","51,0",16,51,205.8823529
Tabuleiro,3167905,"4,0","6,0",4,6,40
Taiobeiras,3168002,"25,0","253,0",25,253,876.9230769
Taparuba,3168051,"4,0","17,0",4,17,260
Tapira,3168101,"3,0","64,0",3,64,1525
Tapiraí,3168200,"6,0","2,0",6,2,-57.14285714
Taquaraçu de Minas,3168309,"16,0","41,0",16,41,147.0588235
Tarumirim,3168408,"17,0","33,0",17,33,88.88888889
Teixeiras,3168507,"142,0","27,0",142,27,-80.41958042
Teófilo Otoni,3168606,"196,0","726,0",196,726,269.035533
Timóteo,3168705,"72,0","313,0",72,313,330.1369863
Tiradentes,3168804,"6,0","28,0",6,28,314.2857143
Tiros,3168903,"16,0","8,0",16,8,-47.05882353
Tocantins,3169000,"13,0","70,0",13,70,407.1428571
Tocos do Moji,3169059,"2,0","13,0",2,13,366.6666667
Toledo,3169109,"8,0","27,0",8,27,211.1111111
Tombos,3169208,"45,0","25,0",45,25,-43.47826087
Três Corações,3169307,"87,0","392,0",87,392,346.5909091
Três Marias,3169356,"42,0","126,0",42,126,195.3488372
Três Pontas,3169406,"108,0","237,0",108,237,118.3486239
Tumiritinga,3169505,"15,0","30,0",15,30,93.75
Tupaciguara,3169604,"17,0","190,0",17,190,961.1111111
Turmalina,3169703,"50,0","180,0",50,180,254.9019608
Turvolândia,3169802,"0,0","37,0",0,37,3700
Ubá,3169901,"31,0","181,0",31,181,468.75
Ubaí,3170008,"17,0","57,0",17,57,222.2222222
Ubaporanga,3170057,"15,0","62,0",15,62,293.75
Uberaba,3170107,"159,0","882,0",159,882,451.875
Uberlândia,3170206,"1101,0","3303,0",1101,3303,199.8185118
Umburatiba,3170305,"0,0","15,0",0,15,1500
Unaí,3170404,"78,0","261,0",78,261,231.6455696
União de Minas,3170438,"1,0","10,0",1,10,450
Uruana de Minas,3170479,"15,0","19,0",15,19,25
Urucânia,3170503,"2,0","11,0",2,11,300
Urucuia,3170529,"5,0","19,0",5,19,233.3333333
Vargem Alegre,3170578,"6,0","4,0",6,4,-28.57142857
Vargem Bonita,3170602,"12,0","12,0",12,12,0
Vargem Grande do Rio Pardo,3170651,"1,0","37,0",1,37,1800
Varginha,3170701,"207,0","666,0",207,666,220.6730769
Varjão de Minas,3170750,"5,0","11,0",5,11,100
Várzea da Palma,3170800,"34,0","93,0",34,93,168.5714286
Varzelândia,3170909,"4,0","114,0",4,114,2200
Vazante,3171006,"41,0","101,0",41,101,142.8571429
Verdelândia,3171030,"1,0","17,0",1,17,800
Veredinha,3171071,"1,0","17,0",1,17,800
Veríssimo,3171105,"5,0","19,0",5,19,233.3333333
Vermelho Novo,3171154,"11,0","40,0",11,40,241.6666667
Vespasiano,3171204,"54,0","177,0",54,177,223.6363636
Viçosa,3171303,"126,0","200,0",126,200,58.26771654
Vieiras,3171402,"0,0","27,0",0,27,2700
Mathias Lobato,3171501,"29,0","11,0",29,11,-60
Virgem da Lapa,3171600,"8,0","74,0",8,74,733.3333333
Virgínia,3171709,"6,0","28,0",6,28,314.2857143
Virginópolis,3171808,"11,0","40,0",11,40,241.6666667
Virgolândia,3171907,"4,0","29,0",4,29,500
Visconde do Rio Branco,3172004,"22,0","109,0",22,109,378.2608696
Volta Grande,3172103,"4,0","15,0",4,15,220
Wenceslau Braz,3172202,"0,0","22,0",0,22,2200
Afonso Cláudio,3200102,"137,0","142,0",137,142,3.623188406
Águia Branca,3200136,"0,0","137,0",0,137,13700
Água Doce do Norte,3200169,"16,0","98,0",16,98,482.3529412
Alegre,3200201,"8,0","268,0",8,268,2888.888889
Alfredo Chaves,3200300,"26,0","146,0",26,146,444.4444444
Alto Rio Novo,3200359,"9,0","33,0",9,33,240
Anchieta,3200409,"324,0","191,0",324,191,-40.92307692
Apiacá,3200508,"23,0","27,0",23,27,16.66666667
Aracruz,3200607,"226,0","390,0",226,390,72.24669604
Atilio Vivacqua,3200706,"2,0","126,0",2,126,4133.333333
Baixo Guandu,3200805,"23,0","192,0",23,192,704.1666667
Barra de São Francisco,3200904,"100,0","245,0",100,245,143.5643564
Boa Esperança,3201001,"605,0","63,0",605,63,-89.43894389
Bom Jesus do Norte,3201100,"17,0","46,0",17,46,161.1111111
Brejetuba,3201159,"14,0","81,0",14,81,446.6666667
Cachoeiro de Itapemirim,3201209,"184,0","930,0",184,930,403.2432432
Cariacica,3201308,"446,0","1786,0",446,1786,299.7762864
Castelo,3201407,"53,0","146,0",53,146,172.2222222
Colatina,3201506,"167,0","925,0",167,925,451.1904762
Conceição da Barra,3201605,"38,0","166,0",38,166,328.2051282
Conceição do Castelo,3201704,"13,0","57,0",13,57,314.2857143
Divino de São Lourenço,3201803,"1,0","83,0",1,83,4100
Domingos Martins,3201902,"49,0","183,0",49,183,268
Dores do Rio Preto,3202009,"2,0","37,0",2,37,1166.666667
Ecoporanga,3202108,"68,0","147,0",68,147,114.4927536
Fundão,3202207,"7,0","76,0",7,76,862.5
Governador Lindenberg,3202256,"10,0","41,0",10,41,281.8181818
Guaçuí,3202306,"101,0","481,0",101,481,372.5490196
Guarapari,3202405,"490,0","1066,0",490,1066,117.311609
Ibatiba,3202454,"7,0","111,0",7,111,1300
Ibiraçu,3202504,"19,0","60,0",19,60,205
Ibitirama,3202553,"1,0","42,0",1,42,2050
Iconha,3202603,"13,0","61,0",13,61,342.8571429
Irupi,3202652,"4,0","55,0",4,55,1020
Itaguaçu,3202702,"16,0","53,0",16,53,217.6470588
Itapemirim,3202801,"74,0","235,0",74,235,214.6666667
Itarana,3202900,"18,0","30,0",18,30,63.15789474
Iúna,3203007,"1,0","224,0",1,224,11150
Jaguaré,3203056,"75,0","138,0",75,138,82.89473684
Jerônimo Monteiro,3203106,"67,0","58,0",67,58,-13.23529412
João Neiva,3203130,"48,0","71,0",48,71,46.93877551
Laranja da Terra,3203163,"15,0","37,0",15,37,137.5
Linhares,3203205,"162,0","805,0",162,805,394.4785276
Mantenópolis,3203304,"21,0","63,0",21,63,190.9090909
Marataízes,3203320,"29,0","148,0",29,148,396.6666667
Marechal Floriano,3203346,"16,0","58,0",16,58,247.0588235
Marilândia,3203353,"13,0","54,0",13,54,292.8571429
Mimoso do Sul,3203403,"147,0","113,0",147,113,-22.97297297
Montanha,3203502,"63,0","279,0",63,279,337.5
Mucurici,3203601,"4,0","34,0",4,34,600
Muniz Freire,3203700,"10,0","111,0",10,111,918.1818182
Muqui,3203809,"36,0","63,0",36,63,72.97297297
Nova Venécia,3203908,"160,0","202,0",160,202,26.08695652
Pancas,3204005,"8,0","62,0",8,62,600
Pedro Canário,3204054,"5,0","78,0",5,78,1216.666667
Pinheiros,3204104,"15,0","254,0",15,254,1493.75
Piúma,3204203,"11,0","57,0",11,57,383.3333333
Ponto Belo,3204252,"18,0","56,0",18,56,200
Presidente Kennedy,3204302,"14,0","75,0",14,75,406.6666667
Rio Bananal,3204351,"21,0","72,0",21,72,231.8181818
Rio Novo do Sul,3204401,"21,0","81,0",21,81,272.7272727
Santa Leopoldina,3204500,"11,0","79,0",11,79,566.6666667
Santa Maria de Jetibá,3204559,"37,0","133,0",37,133,252.6315789
Santa Teresa,3204609,"38,0","96,0",38,96,148.7179487
São Domingos do Norte,3204658,"2,0","37,0",2,37,1166.666667
São Gabriel da Palha,3204708,"21,0","149,0",21,149,581.8181818
São José do Calçado,3204807,"19,0","34,0",19,34,75
São Mateus,3204906,"217,0","480,0",217,480,120.6422018
São Roque do Canaã,3204955,"11,0","39,0",11,39,233.3333333
Serra,3205002,"495,0","1813,0",495,1813,265.7258065
Sooretama,3205010,"44,0","235,0",44,235,424.4444444
Vargem Alta,3205036,"20,0","92,0",20,92,342.8571429
Venda Nova do Imigrante,3205069,"19,0","167,0",19,167,740
Viana,3205101,"42,0","395,0",42,395,820.9302326
Vila Pavão,3205150,"170,0","21,0",170,21,-87.13450292
Vila Valério,3205176,"1,0","99,0",1,99,4900
Vila Velha,3205200,"689,0","1712,0",689,1712,148.2608696
Vitória,3205309,"784,0","1797,0",784,1797,129.044586
Angra dos Reis,3300100,"288,0","501,0",288,501,73.70242215
Aperibé,3300159,"10,0","61,0",10,61,463.6363636
Araruama,3300209,"75,0","360,0",75,360,375
Areal,3300225,"10,0","32,0",10,32,200
Armação dos Búzios,3300233,"138,0","147,0",138,147,6.474820144
Arraial do Cabo,3300258,"51,0","128,0",51,128,148.0769231
Barra do Piraí,3300308,"160,0","462,0",160,462,187.5776398
Barra Mansa,3300407,"165,0","582,0",165,582,251.2048193
Belford Roxo,3300456,"214,0","1083,0",214,1083,404.1860465
Bom Jardim,3300506,"34,0","106,0",34,106,205.7142857
Bom Jesus do Itabapoana,3300605,"113,0","204,0",113,204,79.8245614
Cabo Frio,3300704,"241,0","617,0",241,617,155.3719008
Cachoeiras de Macacu,3300803,"126,0","359,0",126,359,183.4645669
Cambuci,3300902,"21,0","59,0",21,59,172.7272727
Carapebus,3300936,"13,0","21,0",13,21,57.14285714
Comendador Levy Gasparian,3300951,"25,0","35,0",25,35,38.46153846
Campos dos Goytacazes,3301009,"487,0","1230,0",487,1230,152.2540984
Cantagalo,3301108,"21,0","56,0",21,56,159.0909091
Cardoso Moreira,3301157,"7,0","26,0",7,26,237.5
Carmo,3301207,"50,0","70,0",50,70,39.21568627
Casimiro de Abreu,3301306,"43,0","68,0",43,68,56.81818182
Conceição de Macabu,3301405,"19,0","101,0",19,101,410
Cordeiro,3301504,"20,0","74,0",20,74,257.1428571
Duas Barras,3301603,"13,0","49,0",13,49,257.1428571
Duque de Caxias,3301702,"668,0","2785,0",668,2785,316.4424514
Engenheiro Paulo de Frontin,3301801,"18,0","67,0",18,67,257.8947368
Guapimirim,3301850,"35,0","104,0",35,104,191.6666667
Iguaba Grande,3301876,"35,0","94,0",35,94,163.8888889
Itaboraí,3301900,"107,0","1008,0",107,1008,834.2592593
Itaguaí,3302007,"131,0","400,0",131,400,203.7878788
Italva,3302056,"12,0","46,0",12,46,261.5384615
Itaocara,3302106,"12,0","88,0",12,88,584.6153846
Itaperuna,3302205,"300,0","549,0",300,549,82.72425249
Itatiaia,3302254,"31,0","252,0",31,252,690.625
Japeri,3302270,"35,0","162,0",35,162,352.7777778
Laje do Muriaé,3302304,"6,0","19,0",6,19,185.7142857
Macaé,3302403,"255,0","897,0",255,897,250.78125
Macuco,3302452,"13,0","15,0",13,15,14.28571429
Magé,3302502,"170,0","994,0",170,994,481.871345
Mangaratiba,3302601,"40,0","117,0",40,117,187.804878
Maricá,3302700,"61,0","484,0",61,484,682.2580645
Mendes,3302809,"55,0","90,0",55,90,62.5
Mesquita,3302858,"82,0","712,0",82,712,759.0361446
Miguel Pereira,3302908,"37,0","141,0",37,141,273.6842105
Miracema,3303005,"25,0","219,0",25,219,746.1538462
Natividade,3303104,"41,0","92,0",41,92,121.4285714
Nilópolis,3303203,"56,0","284,0",56,284,400
Niterói,3303302,"549,0","1507,0",549,1507,174.1818182
Nova Friburgo,3303401,"428,0","821,0",428,821,91.60839161
Nova Iguaçu,3303500,"442,0","1993,0",442,1993,350.1128668
Paracambi,3303609,"21,0","105,0",21,105,381.8181818
Paraíba do Sul,3303708,"31,0","119,0",31,119,275
Paraty,3303807,"19,0","149,0",19,149,650
Paty do Alferes,3303856,"12,0","82,0",12,82,538.4615385
Petrópolis,3303906,"217,0","887,0",217,887,307.3394495
Pinheiral,3303955,"22,0","74,0",22,74,226.0869565
Piraí,3304003,"45,0","93,0",45,93,104.3478261
Porciúncula,3304102,"54,0","126,0",54,126,130.9090909
Porto Real,3304110,"22,0","119,0",22,119,421.7391304
Quatis,3304128,"24,0","46,0",24,46,88
Queimados,3304144,"89,0","558,0",89,558,521.1111111
Quissamã,3304151,"23,0","94,0",23,94,295.8333333
Resende,3304201,"245,0","482,0",245,482,96.34146341
Rio Bonito,3304300,"246,0","408,0",246,408,65.58704453
Rio Claro,3304409,"54,0","48,0",54,48,-10.90909091
Rio das Flores,3304508,"3,0","33,0",3,33,750
Rio das Ostras,3304524,"249,0","531,0",249,531,112.8
Rio de Janeiro,3304557,"3972,0","12445,0",3972,12445,213.2645356
Santa Maria Madalena,3304607,"7,0","47,0",7,47,500
Santo Antônio de Pádua,3304706,"60,0","166,0",60,166,173.7704918
São Francisco de Itabapoana,3304755,"28,0","421,0",28,421,1355.172414
São Fidélis,3304805,"65,0","181,0",65,181,175.7575758
São Gonçalo,3304904,"449,0","1766,0",449,1766,292.6666667
São João da Barra,3305000,"14,0","198,0",14,198,1226.666667
São João de Meriti,3305109,"218,0","1012,0",218,1012,362.5570776
São José de Ubá,3305133,"0,0","12,0",0,12,1200
São José do Vale do Rio Preto,3305158,"37,0","128,0",37,128,239.4736842
São Pedro da Aldeia,3305208,"121,0","235,0",121,235,93.44262295
São Sebastião do Alto,3305307,"33,0","41,0",33,41,23.52941176
Sapucaia,3305406,"18,0","45,0",18,45,142.1052632
Saquarema,3305505,"147,0","824,0",147,824,457.4324324
Seropédica,3305554,"5,0","116,0",5,116,1850
Silva Jardim,3305604,"66,0","127,0",66,127,91.04477612
Sumidouro,3305703,"11,0","12,0",11,12,8.333333333
Tanguá,3305752,"16,0","129,0",16,129,664.7058824
Teresópolis,3305802,"516,0","737,0",516,737,42.74661509
Trajano de Moraes,3305901,"17,0","11,0",17,11,-33.33333333
Três Rios,3306008,"109,0","296,0",109,296,170
Valença,3306107,"184,0","666,0",184,666,260.5405405
Varre-Sai,3306156,"4,0","57,0",4,57,1060
Vassouras,3306206,"27,0","146,0",27,146,425
Volta Redonda,3306305,"371,0","754,0",371,754,102.9569892
Adamantina,3500105,"33,0","107,0",33,107,217.6470588
Adolfo,3500204,"24,0","7,0",24,7,-68
Aguaí,3500303,"103,0","153,0",103,153,48.07692308
Águas da Prata,3500402,"7,0","51,0",7,51,550
Águas de Lindóia,3500501,"21,0","48,0",21,48,122.7272727
Águas de Santa Bárbara,3500550,"6,0","13,0",6,13,100
Águas de São Pedro,3500600,"8,0","11,0",8,11,33.33333333
Agudos,3500709,"45,0","155,0",45,155,239.1304348
Alambari,3500758,"5,0","10,0",5,10,83.33333333
Alfredo Marcondes,3500808,"5,0","18,0",5,18,216.6666667
Altair,3500907,"13,0","20,0",13,20,50
Altinópolis,3501004,"26,0","33,0",26,33,25.92592593
Alto Alegre,3501103,"15,0","25,0",15,25,62.5
Alumínio,3501152,"23,0","84,0",23,84,254.1666667
Álvares Florence,3501202,"2,0","4,0",2,4,66.66666667
Álvares Machado,3501301,"20,0","64,0",20,64,209.5238095
Álvaro de Carvalho,3501400,"5,0","12,0",5,12,116.6666667
Alvinlândia,3501509,"42,0","20,0",42,20,-51.1627907
Americana,3501608,"575,0","800,0",575,800,39.0625
Américo Brasiliense,3501707,"61,0","102,0",61,102,66.12903226
Américo de Campos,3501806,"6,0","25,0",6,25,271.4285714
Amparo,3501905,"172,0","145,0",172,145,-15.60693642
Analândia,3502002,"6,0","5,0",6,5,-14.28571429
Andradina,3502101,"52,0","228,0",52,228,332.0754717
Angatuba,3502200,"128,0","105,0",128,105,-17.82945736
Anhembi,3502309,"11,0","15,0",11,15,33.33333333
Anhumas,3502408,"14,0","7,0",14,7,-46.66666667
Aparecida,3502507,"81,0","95,0",81,95,17.07317073
Aparecida d'Oeste,3502606,"30,0","13,0",30,13,-54.83870968
Apiaí,3502705,"64,0","103,0",64,103,60
Araçariguama,3502754,"44,0","77,0",44,77,73.33333333
Araçatuba,3502804,"464,0","570,0",464,570,22.79569892
Araçoiaba da Serra,3502903,"28,0","48,0",28,48,68.96551724
Aramina,3503000,"15,0","7,0",15,7,-50
Arandu,3503109,"20,0","16,0",20,16,-19.04761905
Arapeí,3503158,"3,0","1,0",3,1,-50
Araraquara,3503208,"440,0","853,0",440,853,93.65079365
Araras,3503307,"344,0","432,0",344,432,25.50724638
Arco-Íris,3503356,"0,0","1,0",0,1,100
Arealva,3503406,"11,0","30,0",11,30,158.3333333
Areias,3503505,"1,0","7,0",1,7,300
Areiópolis,3503604,"9,0","14,0",9,14,50
Ariranha,3503703,"12,0","35,0",12,35,176.9230769
Artur Nogueira,3503802,"37,0","113,0",37,113,200
Arujá,3503901,"119,0","370,0",119,370,209.1666667
Aspásia,3503950,"0,0","7,0",0,7,700
Assis,3504008,"159,0","386,0",159,386,141.875
Atibaia,3504107,"171,0","593,0",171,593,245.3488372
Auriflama,3504206,"13,0","25,0",13,25,85.71428571
Avaí,3504305,"3,0","14,0",3,14,275
Avanhandava,3504404,"22,0","81,0",22,81,256.5217391
Avaré,3504503,"141,0","256,0",141,256,80.98591549
